"report_date","logic_segment","shipper_id","city_name","total_order","total_order_spxi","total_assign"
"2024-04-08","new","20329672","HCM City","22","17","25"
"2024-04-08","new","10403335","HCM City","22","17","23"
"2024-04-08","new","42340146","HCM City","13","9","14"
"2024-04-08","new","17389089","Ha Noi City","22","15","25"
"2024-04-08","new","10808195","HCM City","20","17","39"
"2024-04-08","new","7647613","Ha Noi City","16","1","42"
"2024-04-08","new","3604805","Ha Noi City","24","7","28"
"2024-04-08","new","8262145","Ha Noi City","16","6","18"
"2024-04-08","new","15828643","HCM City","21","17","22"
"2024-04-08","new","40919677","HCM City","26","20","28"
"2024-04-08","new","40269492","Ha Noi City","28","5","29"
"2024-04-08","new","23149794","Ha Noi City","20","9","24"
"2024-04-08","new","16145848","HCM City","17","15","24"
"2024-04-08","new","17124998","HCM City","22","0","23"
"2024-04-08","new","40076843","HCM City","21","15","22"
"2024-04-08","new","21200909","Ha Noi City","19","12","24"
"2024-04-08","new","17078014","HCM City","15","9","18"
"2024-04-08","new","16524122","Ha Noi City","18","13","19"
"2024-04-08","new","40045744","HCM City","19","15","19"
"2024-04-08","new","22273096","Ha Noi City","19","17","20"
"2024-04-08","new","20339548","HCM City","18","10","18"
"2024-04-08","new","40356433","HCM City","15","13","15"
"2024-04-08","new","41374807","Ha Noi City","27","0","33"
"2024-04-08","new","42028315","Ha Noi City","15","12","23"
"2024-04-08","new","12539153","HCM City","19","7","27"
"2024-04-08","new","17335971","Ha Noi City","5","4","8"
"2024-04-08","new","6491351","HCM City","22","16","23"
"2024-04-08","new","12350085","HCM City","21","9","22"
"2024-04-08","new","17078766","HCM City","18","14","20"
"2024-04-08","new","2576025","HCM City","22","14","27"
"2024-04-08","new","41516152","Ha Noi City","16","8","19"
"2024-04-08","new","11905381","HCM City","16","10","17"
"2024-04-08","new","19238469","Ha Noi City","18","10","19"
"2024-04-08","new","4007864","Ha Noi City","29","24","76"
"2024-04-08","new","40885795","Ha Noi City","24","0","24"
"2024-04-08","new","10260732","Ha Noi City","19","19","65"
"2024-04-08","new","40124616","Ha Noi City","21","14","22"
"2024-04-08","new","18008433","Ha Noi City","19","11","24"
"2024-04-08","new","16365134","HCM City","28","7","35"
"2024-04-08","new","15533232","HCM City","23","15","23"
"2024-04-08","new","23112926","HCM City","29","22","33"
"2024-04-08","new","20250918","Ha Noi City","23","16","24"
"2024-04-08","new","40026801","Ha Noi City","22","13","31"
"2024-04-08","new","8314658","Ha Noi City","22","8","26"
"2024-04-08","new","15908707","Ha Noi City","13","4","15"
"2024-04-08","new","18226661","HCM City","19","8","20"
"2024-04-08","new","40016746","HCM City","17","11","17"
"2024-04-08","new","18004093","HCM City","14","5","15"
"2024-04-08","new","10632451","HCM City","20","10","20"
"2024-04-08","new","22745698","Ha Noi City","25","4","31"
"2024-04-08","new","16192859","Ha Noi City","18","18","57"
"2024-04-08","new","15473490","HCM City","16","8","16"
"2024-04-08","new","17086561","HCM City","29","19","30"
"2024-04-08","new","41264617","Ha Noi City","11","0","14"
"2024-04-08","new","20405699","HCM City","24","14","29"
"2024-04-08","new","23103299","Ha Noi City","34","23","38"
"2024-04-08","new","41914636","HCM City","4","3","4"
"2024-04-08","new","10312865","Ha Noi City","16","13","19"
"2024-04-08","new","14257931","Ha Noi City","22","12","45"
"2024-04-08","new","7309582","HCM City","20","17","22"
"2024-04-08","new","11928809","Ha Noi City","21","0","27"
"2024-04-08","new","18985251","HCM City","21","14","30"
"2024-04-08","new","22026408","Ha Noi City","26","2","33"
"2024-04-08","new","41265249","Ha Noi City","8","1","11"
"2024-04-08","new","40146139","HCM City","18","11","18"
"2024-04-08","new","9000889","Ha Noi City","16","0","20"
"2024-04-08","new","12714201","HCM City","14","4","14"
"2024-04-08","new","22265497","HCM City","25","13","25"
"2024-04-08","new","16191741","HCM City","14","9","16"
"2024-04-08","new","11993386","Ha Noi City","25","12","27"
"2024-04-08","new","42248240","HCM City","22","15","23"
"2024-04-08","new","6000606","Ha Noi City","23","5","28"
"2024-04-08","new","10113838","HCM City","6","3","7"
"2024-04-08","new","17952685","HCM City","23","15","23"
"2024-04-08","new","18547216","HCM City","21","0","21"
"2024-04-08","new","9633224","HCM City","10","6","10"
"2024-04-08","new","22743332","HCM City","10","10","11"
"2024-04-08","new","10550805","HCM City","14","3","14"
"2024-04-08","new","19067323","Ha Noi City","12","7","15"
"2024-04-08","new","40693208","HCM City","26","18","26"
"2024-04-08","new","6456376","Ha Noi City","21","17","28"
"2024-04-08","new","42297550","HCM City","20","11","22"
"2024-04-08","new","11993847","Ha Noi City","12","0","12"
"2024-04-08","new","42043693","HCM City","21","21","21"
"2024-04-08","new","20127110","HCM City","26","16","27"
"2024-04-08","new","19166443","Ha Noi City","9","6","15"
"2024-04-08","new","23149805","HCM City","23","22","27"
"2024-04-08","new","17467988","HCM City","15","5","22"
"2024-04-08","new","23131743","HCM City","14","9","16"
"2024-04-08","new","14261750","Ha Noi City","21","7","22"
"2024-04-08","new","41921324","Ha Noi City","13","9","16"
"2024-04-08","new","18387612","HCM City","18","10","22"
"2024-04-08","new","41551625","HCM City","22","12","26"
"2024-04-08","new","41301248","HCM City","9","6","10"
"2024-04-08","new","42246724","HCM City","11","6","13"
"2024-04-08","new","22104844","HCM City","14","4","17"
"2024-04-08","new","16523275","HCM City","20","10","30"
"2024-04-08","new","17157647","HCM City","25","17","29"
"2024-04-08","new","20619115","Ha Noi City","23","12","25"
"2024-04-08","new","40027736","Ha Noi City","23","3","44"
"2024-04-08","new","14123231","HCM City","23","18","27"
"2024-04-08","new","15557134","Ha Noi City","24","1","25"
"2024-04-08","new","16805721","HCM City","14","10","17"
"2024-04-08","new","19446565","Ha Noi City","32","14","34"
"2024-04-08","new","16315047","HCM City","23","21","28"
"2024-04-08","new","22263292","Ha Noi City","27","20","37"
"2024-04-08","new","50036618","Ha Noi City","23","14","29"
"2024-04-08","new","40782356","Ha Noi City","5","3","17"
"2024-04-08","new","8879511","Ha Noi City","11","2","11"
"2024-04-08","new","41800623","HCM City","24","18","24"
"2024-04-08","new","20809726","Ha Noi City","15","9","18"
"2024-04-08","new","15199612","Ha Noi City","33","22","38"
"2024-04-08","new","17148231","HCM City","18","11","18"
"2024-04-08","new","14402970","Ha Noi City","23","0","39"
"2024-04-08","new","8695777","HCM City","21","15","21"
"2024-04-08","new","17309162","HCM City","18","13","19"
"2024-04-08","new","22654547","HCM City","17","14","19"
"2024-04-08","new","41049629","Ha Noi City","30","11","36"
"2024-04-08","new","23161461","Ha Noi City","22","20","23"
"2024-04-08","new","40417459","HCM City","23","15","24"
"2024-04-08","new","16850481","Ha Noi City","18","8","19"
"2024-04-08","new","3745765","HCM City","1","0","1"
"2024-04-08","new","41185218","HCM City","20","12","21"
"2024-04-08","new","16179838","HCM City","24","11","27"
"2024-04-08","new","16890197","HCM City","16","14","17"
"2024-04-08","new","15513766","Ha Noi City","22","12","28"
"2024-04-08","new","20516603","HCM City","23","7","26"
"2024-04-08","new","5953311","HCM City","15","12","17"
"2024-04-08","new","23073040","HCM City","22","17","22"
"2024-04-08","new","41439202","HCM City","12","11","12"
"2024-04-08","new","19149780","Ha Noi City","22","17","25"
"2024-04-08","new","16470443","HCM City","23","8","27"
"2024-04-08","new","10564455","HCM City","16","7","17"
"2024-04-08","new","20292119","HCM City","20","13","37"
"2024-04-08","new","16555223","HCM City","10","4","10"
"2024-04-08","new","41958239","HCM City","14","0","14"
"2024-04-08","new","15451327","Ha Noi City","12","0","17"
"2024-04-08","new","17441038","HCM City","16","11","16"
"2024-04-08","new","50335802","Ha Noi City","1","0","1"
"2024-04-08","new","5200271","HCM City","23","7","23"
"2024-04-08","new","14099703","HCM City","17","9","17"
"2024-04-08","new","20420376","Ha Noi City","23","4","28"
"2024-04-08","new","23062208","HCM City","10","3","11"
"2024-04-08","new","11098295","HCM City","14","8","15"
"2024-04-08","new","41547547","Ha Noi City","20","16","21"
"2024-04-08","new","17409695","Ha Noi City","21","21","27"
"2024-04-08","new","15381217","HCM City","6","5","6"
"2024-04-08","new","50403558","Ha Noi City","17","0","19"
"2024-04-08","new","40979343","Ha Noi City","21","11","25"
"2024-04-08","new","4468065","Ha Noi City","20","8","26"
"2024-04-08","new","12302418","HCM City","19","12","19"
"2024-04-08","new","41609662","HCM City","15","10","17"
"2024-04-08","new","19150415","HCM City","22","16","25"
"2024-04-08","new","18344620","Ha Noi City","29","21","33"
"2024-04-08","new","42355164","Ha Noi City","25","24","36"
"2024-04-08","new","50209419","Ha Noi City","13","7","32"
"2024-04-08","new","23102821","HCM City","16","9","16"
"2024-04-08","new","50101226","HCM City","23","18","24"
"2024-04-08","new","14290050","Ha Noi City","25","19","28"
"2024-04-08","new","19625504","Ha Noi City","24","20","27"
"2024-04-08","new","40022350","HCM City","23","18","23"
"2024-04-08","new","12481833","HCM City","24","19","27"
"2024-04-08","new","7573507","HCM City","9","6","10"
"2024-04-08","new","41347402","Ha Noi City","14","13","20"
"2024-04-08","new","19487003","HCM City","18","2","18"
"2024-04-08","new","15302547","Ha Noi City","24","17","26"
"2024-04-08","new","22036176","HCM City","9","5","10"
"2024-04-08","new","8063256","Ha Noi City","22","14","24"
"2024-04-08","new","12434086","HCM City","18","14","19"
"2024-04-08","new","14286323","HCM City","21","16","24"
"2024-04-08","new","23062000","HCM City","18","12","18"
"2024-04-08","new","15952455","HCM City","16","11","16"
"2024-04-08","new","40922170","HCM City","21","16","23"
"2024-04-08","new","41089259","HCM City","14","11","15"
"2024-04-08","new","18360156","HCM City","23","19","24"
"2024-04-08","new","50320853","HCM City","22","18","23"
"2024-04-08","new","21876864","HCM City","21","17","25"
"2024-04-08","new","19676240","Ha Noi City","19","2","20"
"2024-04-08","new","10705188","HCM City","13","9","14"
"2024-04-08","new","14330343","Ha Noi City","8","5","43"
"2024-04-08","new","41385171","Ha Noi City","17","17","18"
"2024-04-08","new","18226402","HCM City","15","9","15"
"2024-04-08","new","12440321","Ha Noi City","19","0","20"
"2024-04-08","new","41450539","HCM City","16","12","18"
"2024-04-08","new","4932168","Ha Noi City","22","13","33"
"2024-04-08","new","22263951","HCM City","19","17","21"
"2024-04-08","new","14317637","HCM City","20","13","24"
"2024-04-08","new","16730245","Ha Noi City","25","24","26"
"2024-04-08","new","12940414","HCM City","17","7","17"
"2024-04-08","new","16181577","HCM City","22","15","25"
"2024-04-08","new","15929079","HCM City","3","0","3"
"2024-04-08","new","22117142","HCM City","28","20","28"
"2024-04-08","new","40827805","HCM City","16","11","17"
"2024-04-08","new","4573187","HCM City","28","3","30"
"2024-04-08","new","20392957","HCM City","19","11","34"
"2024-04-08","new","41561302","Ha Noi City","22","17","26"
"2024-04-08","new","50110477","HCM City","17","0","19"
"2024-04-08","new","40058397","HCM City","10","5","10"
"2024-04-08","new","10190325","Ha Noi City","9","3","109"
"2024-04-08","new","5973605","HCM City","19","14","26"
"2024-04-08","new","20243713","HCM City","12","9","13"
"2024-04-08","new","20035545","HCM City","15","8","17"
"2024-04-08","new","2991710","HCM City","24","19","27"
"2024-04-08","new","42170224","HCM City","19","14","22"
"2024-04-08","new","11788607","Ha Noi City","21","13","27"
"2024-04-08","new","11786717","HCM City","21","12","20"
"2024-04-08","new","40000723","Ha Noi City","17","11","24"
"2024-04-08","new","17448988","Ha Noi City","18","15","23"
"2024-04-08","new","15370589","Ha Noi City","10","0","17"
"2024-04-08","new","6541898","HCM City","20","18","20"
"2024-04-08","new","11920619","HCM City","21","15","29"
"2024-04-08","new","40772649","HCM City","6","4","6"
"2024-04-08","new","8447789","HCM City","21","15","21"
"2024-04-08","new","40056027","HCM City","13","11","15"
"2024-04-08","new","4758115","HCM City","19","13","19"
"2024-04-08","new","17319185","HCM City","20","11","23"
"2024-04-08","new","19319653","HCM City","23","18","24"
"2024-04-08","new","40030570","Ha Noi City","22","16","30"
"2024-04-08","new","16325895","Ha Noi City","31","9","36"
"2024-04-08","new","10560390","Ha Noi City","22","12","25"
"2024-04-08","new","40379821","Ha Noi City","16","3","20"
"2024-04-08","new","15381139","Ha Noi City","21","21","380"
"2024-04-08","new","42281104","Ha Noi City","24","20","33"
"2024-04-08","new","41439481","HCM City","21","15","21"
"2024-04-08","new","19479598","Ha Noi City","27","13","30"
"2024-04-08","new","18389549","Ha Noi City","17","1","19"
"2024-04-08","new","20413905","HCM City","10","9","11"
"2024-04-08","new","1990348","HCM City","13","8","13"
"2024-04-08","new","40646619","Ha Noi City","29","29","31"
"2024-04-08","new","15129299","HCM City","12","8","13"
"2024-04-08","new","8336545","HCM City","20","10","21"
"2024-04-08","new","9257200","Ha Noi City","15","8","14"
"2024-04-08","new","20116856","HCM City","20","18","22"
"2024-04-08","new","10471838","HCM City","16","9","16"
"2024-04-08","new","16036686","HCM City","17","9","21"
"2024-04-08","new","6755717","HCM City","15","8","15"
"2024-04-08","new","15005118","HCM City","15","8","15"
"2024-04-08","new","16022190","HCM City","20","15","23"
"2024-04-08","new","16596840","HCM City","21","14","21"
"2024-04-08","new","17096683","HCM City","20","0","20"
"2024-04-08","new","3674045","HCM City","23","13","23"
"2024-04-08","new","40961597","Ha Noi City","9","2","10"
"2024-04-08","new","40380091","Ha Noi City","22","17","29"
"2024-04-08","new","6683219","HCM City","21","15","25"
"2024-04-08","new","14986642","Ha Noi City","24","0","43"
"2024-04-08","new","9162255","Ha Noi City","21","13","29"
"2024-04-08","new","11680674","Ha Noi City","18","7","21"
"2024-04-08","new","7075059","HCM City","18","10","18"
"2024-04-08","new","41690564","HCM City","17","14","19"
"2024-04-08","new","10555552","HCM City","5","2","6"
"2024-04-08","new","3512838","HCM City","15","12","15"
"2024-04-08","new","6693468","HCM City","13","12","14"
"2024-04-08","new","11110759","HCM City","9","7","9"
"2024-04-08","new","40721774","Ha Noi City","23","21","34"
"2024-04-08","new","40031181","Ha Noi City","13","6","14"
"2024-04-08","new","41281772","Ha Noi City","20","0","21"
"2024-04-08","new","17487491","Ha Noi City","21","14","22"
"2024-04-08","new","13148949","Ha Noi City","23","8","26"
"2024-04-08","new","20742894","Ha Noi City","20","14","25"
"2024-04-08","new","41530208","HCM City","22","18","22"
"2024-04-08","new","15303082","Ha Noi City","27","26","28"
"2024-04-08","new","22545817","Ha Noi City","11","4","14"
"2024-04-08","new","22967452","HCM City","22","12","24"
"2024-04-08","new","17086828","HCM City","19","11","19"
"2024-04-08","new","17611899","Ha Noi City","1","0","2"
"2024-04-08","new","15224299","HCM City","17","10","22"
"2024-04-08","new","41963825","HCM City","16","7","17"
"2024-04-08","new","50209985","HCM City","21","15","24"
"2024-04-08","new","17520135","Ha Noi City","21","16","26"
"2024-04-08","new","14603787","HCM City","22","20","26"
"2024-04-08","new","12011497","HCM City","23","0","23"
"2024-04-08","new","14298745","HCM City","16","10","16"
"2024-04-08","new","5996140","Ha Noi City","17","9","18"
"2024-04-08","new","41622138","Ha Noi City","21","1","23"
"2024-04-08","new","22806148","HCM City","21","17","21"
"2024-04-08","new","19678441","Ha Noi City","19","16","27"
"2024-04-08","new","41551404","Ha Noi City","17","1","17"
"2024-04-08","new","40887065","HCM City","12","8","12"
"2024-04-08","new","40284246","Ha Noi City","23","19","23"
"2024-04-08","new","50377418","HCM City","17","13","20"
"2024-04-08","new","17119481","Ha Noi City","27","6","34"
"2024-04-08","new","20423544","HCM City","12","11","14"
"2024-04-08","new","15276997","Ha Noi City","20","17","27"
"2024-04-08","new","40285840","HCM City","9","5","9"
"2024-04-08","new","13042934","HCM City","31","26","47"
"2024-04-08","new","16168875","HCM City","18","13","20"
"2024-04-08","new","5940170","Ha Noi City","18","17","21"
"2024-04-08","new","50025188","HCM City","17","10","17"
"2024-04-08","new","14670544","Ha Noi City","25","18","35"
"2024-04-08","new","41277528","HCM City","22","18","26"
"2024-04-08","new","20394236","HCM City","25","12","25"
"2024-04-08","new","4424612","HCM City","25","10","25"
"2024-04-08","new","11722108","HCM City","17","13","18"
"2024-04-08","new","6777687","HCM City","20","15","23"
"2024-04-08","new","16192127","HCM City","19","16","21"
"2024-04-08","new","50374064","HCM City","5","0","5"
"2024-04-08","new","15429928","Ha Noi City","19","10","20"
"2024-04-08","new","18273236","HCM City","17","11","17"
"2024-04-08","new","17191094","HCM City","16","9","16"
"2024-04-08","new","4549992","HCM City","17","6","20"
"2024-04-08","new","9809387","Ha Noi City","14","1","55"
"2024-04-08","new","40887140","HCM City","17","16","17"
"2024-04-08","new","17128619","HCM City","15","10","16"
"2024-04-08","new","12956021","HCM City","19","13","23"
"2024-04-08","new","40182314","HCM City","17","7","18"
"2024-04-08","new","40710832","Ha Noi City","24","0","27"
"2024-04-08","new","16233449","HCM City","21","12","25"
"2024-04-08","new","22271985","HCM City","12","6","11"
"2024-04-08","new","8826669","HCM City","19","14","19"
"2024-04-08","new","10743349","Ha Noi City","20","7","31"
"2024-04-08","new","40742619","HCM City","19","15","20"
"2024-04-08","new","7774045","Ha Noi City","24","13","34"
"2024-04-08","new","12203375","HCM City","20","7","22"
"2024-04-08","new","18057360","HCM City","17","11","20"
"2024-04-08","new","20199338","Ha Noi City","26","22","26"
"2024-04-08","new","3363064","HCM City","19","14","20"
"2024-04-08","new","10348814","HCM City","24","18","29"
"2024-04-08","new","16658136","Ha Noi City","17","7","21"
"2024-04-08","new","22125295","HCM City","22","16","22"
"2024-04-08","new","40263982","HCM City","15","9","16"
"2024-04-08","new","15925465","Ha Noi City","7","1","7"
"2024-04-08","new","20806768","Ha Noi City","18","14","18"
"2024-04-08","new","42242489","HCM City","18","14","19"
"2024-04-08","new","12565365","HCM City","22","15","26"
"2024-04-08","new","40950731","Ha Noi City","26","20","36"
"2024-04-08","new","16890491","Ha Noi City","22","16","26"
"2024-04-08","new","17191287","HCM City","16","12","16"
"2024-04-08","new","22793983","HCM City","20","13","24"
"2024-04-08","new","41296276","Ha Noi City","20","18","38"
"2024-04-08","new","19162740","Ha Noi City","23","22","33"
"2024-04-08","new","41048025","HCM City","8","3","8"
"2024-04-08","new","7994331","HCM City","12","10","22"
"2024-04-08","new","40693563","HCM City","11","8","11"
"2024-04-08","new","50136135","Ha Noi City","22","14","28"
"2024-04-08","new","40957509","HCM City","22","18","28"
"2024-04-08","new","10560991","HCM City","21","19","21"
"2024-04-08","new","15988860","Ha Noi City","9","2","16"
"2024-04-08","new","9402601","HCM City","20","10","20"
"2024-04-08","new","20244230","HCM City","17","13","21"
"2024-04-08","new","16181283","Ha Noi City","15","13","17"
"2024-04-08","new","18217859","HCM City","13","8","14"
"2024-04-08","new","17917483","Ha Noi City","19","11","23"
"2024-04-08","new","50313976","HCM City","9","0","9"
"2024-04-08","new","40668988","Ha Noi City","21","1","27"
"2024-04-08","new","11802224","Ha Noi City","22","14","26"
"2024-04-08","new","16681560","HCM City","21","16","22"
"2024-04-08","new","16099676","Ha Noi City","23","10","23"
"2024-04-08","new","21621986","HCM City","15","10","16"
"2024-04-08","new","16845497","HCM City","15","13","15"
"2024-04-08","new","9849595","HCM City","19","13","21"
"2024-04-08","new","20482076","HCM City","22","18","32"
"2024-04-08","new","18204475","HCM City","21","11","21"
"2024-04-08","new","16378080","HCM City","23","13","23"
"2024-04-08","new","16224117","HCM City","22","9","22"
"2024-04-08","new","20278114","HCM City","9","5","9"
"2024-04-08","new","12173026","HCM City","15","12","18"
"2024-04-08","new","22939467","HCM City","23","15","35"
"2024-04-08","new","22287191","HCM City","18","13","18"
"2024-04-08","new","40087518","Ha Noi City","24","17","36"
"2024-04-08","new","22347617","HCM City","19","15","21"
"2024-04-08","new","20995554","Ha Noi City","22","3","23"
"2024-04-08","new","40251256","Ha Noi City","24","15","25"
"2024-04-08","new","8780404","HCM City","17","12","18"
"2024-04-08","new","16261359","HCM City","2","2","2"
"2024-04-08","new","50081976","Ha Noi City","26","22","26"
"2024-04-08","new","10424176","HCM City","19","13","23"
"2024-04-08","new","19236356","HCM City","22","17","24"
"2024-04-08","new","40330924","HCM City","22","17","24"
"2024-04-08","new","23125568","Ha Noi City","16","5","16"
"2024-04-08","new","41248639","HCM City","22","17","23"
"2024-04-08","new","20405098","HCM City","25","17","28"
"2024-04-08","new","15126547","Ha Noi City","12","3","13"
"2024-04-08","new","20529867","HCM City","20","17","22"
"2024-04-08","new","19091924","HCM City","16","6","16"
"2024-04-08","new","15792539","Ha Noi City","20","12","20"
"2024-04-08","new","16850972","Ha Noi City","21","12","23"
"2024-04-08","new","3690547","Ha Noi City","21","6","36"
"2024-04-08","new","12804088","HCM City","30","20","40"
"2024-04-08","new","41700066","HCM City","18","12","18"
"2024-04-08","new","22200460","Ha Noi City","17","7","18"
"2024-04-08","new","15512408","Ha Noi City","25","14","29"
"2024-04-08","new","41072571","HCM City","16","15","19"
"2024-04-08","new","20431523","Ha Noi City","22","1","22"
"2024-04-08","new","12015530","HCM City","23","11","24"
"2024-04-08","new","16404944","Ha Noi City","24","9","26"
"2024-04-08","new","11680009","HCM City","24","14","25"
"2024-04-08","new","12162501","HCM City","22","18","22"
"2024-04-08","new","40393216","HCM City","21","15","21"
"2024-04-08","new","16613941","HCM City","22","9","23"
"2024-04-08","new","15062204","HCM City","15","12","20"
"2024-04-08","new","41557547","HCM City","18","13","19"
"2024-04-08","new","15430286","Ha Noi City","24","11","44"
"2024-04-08","new","50335375","HCM City","16","15","17"
"2024-04-08","new","41330662","Ha Noi City","22","13","23"
"2024-04-08","new","11098245","HCM City","13","9","15"
"2024-04-08","new","7699080","Ha Noi City","20","13","37"
"2024-04-08","new","14529590","Ha Noi City","21","16","21"
"2024-04-08","new","16511924","HCM City","23","12","23"
"2024-04-08","new","12179260","HCM City","20","17","20"
"2024-04-08","new","3673760","HCM City","15","10","16"
"2024-04-08","new","42119808","Ha Noi City","4","1","15"
"2024-04-08","new","40187605","HCM City","26","18","28"
"2024-04-08","new","50322445","HCM City","12","1","12"
"2024-04-08","new","22288212","HCM City","19","14","21"
"2024-04-08","new","17480962","HCM City","15","7","15"
"2024-04-08","new","14730796","Ha Noi City","22","8","27"
"2024-04-08","new","42043583","HCM City","10","8","11"
"2024-04-08","new","19536831","Ha Noi City","13","0","24"
"2024-04-08","new","14291354","Ha Noi City","22","10","25"
"2024-04-08","new","12317583","Ha Noi City","6","4","18"
"2024-04-08","new","18660184","Ha Noi City","21","17","26"
"2024-04-08","new","23159038","Ha Noi City","21","10","24"
"2024-04-08","new","10344116","HCM City","16","10","17"
"2024-04-08","new","15444439","HCM City","17","8","22"
"2024-04-08","new","40045450","HCM City","16","11","20"
"2024-04-08","new","40626974","HCM City","15","14","21"
"2024-04-08","new","16616376","HCM City","17","11","19"
"2024-04-08","new","50042188","Ha Noi City","20","17","24"
"2024-04-08","new","16449688","Ha Noi City","13","0","15"
"2024-04-08","new","20450650","Ha Noi City","9","0","10"
"2024-04-08","new","10124797","HCM City","10","5","12"
"2024-04-08","new","21145882","Ha Noi City","22","5","21"
"2024-04-08","new","12558500","HCM City","18","0","19"
"2024-04-08","new","23170297","HCM City","12","10","16"
"2024-04-08","new","14073425","HCM City","18","13","18"
"2024-04-08","new","40690107","HCM City","10","8","11"
"2024-04-08","new","4435803","HCM City","22","20","28"
"2024-04-08","new","14439888","Ha Noi City","18","0","21"
"2024-04-08","new","10278374","HCM City","20","15","22"
"2024-04-08","new","20335917","Ha Noi City","21","17","24"
"2024-04-08","new","42263266","Ha Noi City","30","19","38"
"2024-04-08","new","16758743","HCM City","22","12","24"
"2024-04-08","new","12076760","Ha Noi City","16","8","19"
"2024-04-08","new","12211465","HCM City","22","19","25"
"2024-04-08","new","19142587","HCM City","10","6","10"
"2024-04-08","new","11847737","HCM City","21","16","21"
"2024-04-08","new","14603729","HCM City","19","7","21"
"2024-04-08","new","17202125","HCM City","4","2","4"
"2024-04-08","new","41240293","HCM City","28","23","28"
"2024-04-08","new","42253931","HCM City","20","15","20"
"2024-04-08","new","41071087","Ha Noi City","12","9","16"
"2024-04-08","new","15115631","Ha Noi City","16","5","19"
"2024-04-08","new","40100380","HCM City","13","6","13"
"2024-04-08","new","19087869","HCM City","11","7","11"
"2024-04-08","new","17248825","Ha Noi City","12","1","15"
"2024-04-08","new","22216000","HCM City","21","19","21"
"2024-04-08","new","20312684","HCM City","23","17","23"
"2024-04-08","new","15537880","Ha Noi City","25","8","29"
"2024-04-08","new","20286060","HCM City","17","11","17"
"2024-04-08","new","23094947","HCM City","13","10","13"
"2024-04-08","new","18655224","Ha Noi City","11","5","15"
"2024-04-08","new","10124740","HCM City","13","11","16"
"2024-04-08","new","15480541","HCM City","17","15","21"
"2024-04-08","new","14566997","HCM City","16","8","20"
"2024-04-08","new","11747604","HCM City","17","13","24"
"2024-04-08","new","17083315","HCM City","15","13","21"
"2024-04-08","new","42068038","HCM City","20","11","22"
"2024-04-08","new","3152969","HCM City","21","14","23"
"2024-04-08","new","6491479","HCM City","14","8","16"
"2024-04-08","new","16295884","Ha Noi City","25","13","26"
"2024-04-08","new","40045635","HCM City","18","12","19"
"2024-04-08","new","14551008","HCM City","21","16","22"
"2024-04-08","new","16513083","HCM City","17","12","19"
"2024-04-08","new","4253023","Ha Noi City","5","1","5"
"2024-04-08","new","41025755","HCM City","29","23","32"
"2024-04-08","new","11920567","HCM City","16","11","18"
"2024-04-08","new","14403413","Ha Noi City","23","6","39"
"2024-04-08","new","41057284","Ha Noi City","21","1","23"
"2024-04-08","new","40644431","HCM City","24","17","25"
"2024-04-08","new","42246631","HCM City","17","14","17"
"2024-04-08","new","40270836","HCM City","18","8","20"
"2024-04-08","new","21964360","HCM City","23","18","25"
"2024-04-08","new","50081975","Ha Noi City","25","19","26"
"2024-04-08","new","41248513","Ha Noi City","20","14","45"
"2024-04-08","new","42254071","HCM City","15","13","15"
"2024-04-08","new","41699595","HCM City","23","18","49"
"2024-04-08","new","17161235","HCM City","21","17","22"
"2024-04-08","new","15296292","Ha Noi City","23","3","30"
"2024-04-08","new","42156164","HCM City","12","7","14"
"2024-04-08","new","20230574","HCM City","16","10","17"
"2024-04-08","new","6834512","Ha Noi City","23","3","30"
"2024-04-08","new","40054618","Ha Noi City","23","20","25"
"2024-04-08","new","16313082","Ha Noi City","24","1","25"
"2024-04-08","new","20287471","HCM City","21","13","23"
"2024-04-08","new","12470359","HCM City","22","15","23"
"2024-04-08","new","21534510","HCM City","25","17","28"
"2024-04-08","new","16826992","HCM City","23","10","26"
"2024-04-08","new","17520535","HCM City","18","7","17"
"2024-04-08","new","20830378","HCM City","12","2","15"
"2024-04-08","new","42265164","HCM City","16","3","18"
"2024-04-08","new","23108345","HCM City","22","20","22"
"2024-04-08","new","4175684","HCM City","20","10","22"
"2024-04-08","new","17086304","HCM City","10","5","13"
"2024-04-08","new","20298688","Ha Noi City","26","0","26"
"2024-04-08","new","23017919","Ha Noi City","2","2","2"
"2024-04-08","new","16613200","HCM City","22","7","23"
"2024-04-08","new","17448560","HCM City","22","2","25"
"2024-04-08","new","9592432","Ha Noi City","18","11","350"
"2024-04-08","new","12611620","Ha Noi City","36","34","47"
"2024-04-08","new","41425225","HCM City","29","27","62"
"2024-04-08","new","21804611","HCM City","15","11","15"
"2024-04-08","new","16241028","HCM City","22","15","22"
"2024-04-08","new","50320905","Ha Noi City","24","0","25"
"2024-04-08","new","16020682","HCM City","16","10","17"
"2024-04-08","new","40330497","HCM City","18","13","24"
"2024-04-08","new","16802533","Ha Noi City","26","22","33"
"2024-04-08","new","10196748","Ha Noi City","22","19","26"
"2024-04-08","new","21962943","HCM City","23","19","25"
"2024-04-08","new","20588219","HCM City","16","4","18"
"2024-04-08","new","19295727","Ha Noi City","22","17","25"
"2024-04-08","new","10859365","Ha Noi City","20","20","20"
"2024-04-08","new","23097218","Ha Noi City","23","18","26"
"2024-04-08","new","41249915","HCM City","13","5","14"
"2024-04-08","new","18994647","HCM City","16","3","18"
