"report_date","logic_segment","shipper_id","city_name","total_order","total_order_spxi","total_assign"
"2024-03-09","old","14760829","HCM City","22","7","29"
"2024-03-09","old","13143321","HCM City","16","13","25"
"2024-03-09","old","41250024","HCM City","23","7","24"
"2024-03-09","old","41897669","Ha Noi City","20","0","78"
"2024-03-09","old","10498517","HCM City","20","1","20"
"2024-03-09","old","40836705","Ha Noi City","29","0","72"
"2024-03-09","old","17135705","HCM City","18","2","18"
"2024-03-09","old","21630525","Ha Noi City","28","0","33"
"2024-03-09","old","41440972","HCM City","10","1","10"
"2024-03-09","old","16168875","HCM City","24","11","29"
"2024-03-09","old","10807819","HCM City","23","12","40"
"2024-03-09","old","40193562","HCM City","1","0","9"
"2024-03-09","old","21201157","Ha Noi City","36","0","46"
"2024-03-09","old","19329093","HCM City","19","2","20"
"2024-03-09","old","40066440","HCM City","30","21","39"
"2024-03-09","old","12291909","Ha Noi City","34","3","66"
"2024-03-09","old","15433812","HCM City","16","6","28"
"2024-03-09","old","14099703","HCM City","15","7","20"
"2024-03-09","old","8780090","HCM City","22","12","37"
"2024-03-09","old","10510993","HCM City","21","0","30"
"2024-03-09","old","14635595","HCM City","10","7","19"
"2024-03-09","old","10560991","HCM City","22","19","23"
"2024-03-09","old","18646935","Ha Noi City","14","10","34"
"2024-03-09","old","40189386","Ha Noi City","16","1","36"
"2024-03-09","old","18004112","HCM City","16","7","18"
"2024-03-09","old","41277725","HCM City","20","0","24"
"2024-03-09","old","8200348","HCM City","18","7","20"
"2024-03-09","old","21738965","Ha Noi City","23","6","28"
"2024-03-09","old","6094351","HCM City","10","7","10"
"2024-03-09","old","12075699","Ha Noi City","11","8","46"
"2024-03-09","old","16616376","HCM City","22","10","28"
"2024-03-09","old","40430223","HCM City","23","5","28"
"2024-03-09","old","16597409","HCM City","19","3","20"
"2024-03-09","old","41283409","Ha Noi City","22","0","31"
"2024-03-09","old","40022350","HCM City","16","13","20"
"2024-03-09","old","23149805","HCM City","23","11","31"
"2024-03-09","old","12843768","Ha Noi City","39","0","62"
"2024-03-09","old","14463717","Ha Noi City","30","5","37"
"2024-03-09","old","41897968","Ha Noi City","22","19","26"
"2024-03-09","old","16805744","Ha Noi City","14","6","27"
"2024-03-09","old","41278383","HCM City","15","13","24"
"2024-03-09","old","16523280","Ha Noi City","2","0","4"
"2024-03-09","old","16020682","HCM City","20","7","20"
"2024-03-09","old","15014037","Ha Noi City","12","0","13"
"2024-03-09","old","17303806","HCM City","24","9","32"
"2024-03-09","old","17149529","HCM City","17","10","37"
"2024-03-09","old","40054495","Ha Noi City","38","37","109"
"2024-03-09","old","15825542","HCM City","22","13","28"
"2024-03-09","old","10840848","Ha Noi City","17","15","45"
"2024-03-09","old","15952418","HCM City","17","5","17"
"2024-03-09","old","10388816","HCM City","22","11","22"
"2024-03-09","old","20373184","HCM City","14","0","15"
"2024-03-09","old","14261357","HCM City","23","5","26"
"2024-03-09","old","21877051","HCM City","21","2","22"
"2024-03-09","old","5887565","HCM City","16","11","19"
"2024-03-09","old","8252037","HCM City","12","4","13"
"2024-03-09","old","19066827","HCM City","16","11","19"
"2024-03-09","old","41701866","Ha Noi City","18","1","23"
"2024-03-09","old","19166443","Ha Noi City","8","2","12"
"2024-03-09","old","18343300","HCM City","17","10","27"
"2024-03-09","old","15674523","HCM City","13","4","13"
"2024-03-09","old","50063545","Ha Noi City","34","32","56"
"2024-03-09","old","50071743","Ha Noi City","29","21","30"
"2024-03-09","old","22014632","HCM City","23","10","24"
"2024-03-09","old","18208545","HCM City","22","9","27"
"2024-03-09","old","50206819","Ha Noi City","44","43","82"
"2024-03-09","old","40644431","HCM City","21","12","37"
"2024-03-09","old","50035294","HCM City","14","9","18"
"2024-03-09","old","23130641","HCM City","23","6","27"
"2024-03-09","old","16449688","Ha Noi City","16","2","22"
"2024-03-09","old","12099271","HCM City","19","13","77"
"2024-03-09","old","11786717","HCM City","16","8","17"
"2024-03-09","old","18516053","HCM City","18","3","21"
"2024-03-09","old","40066553","Ha Noi City","26","14","36"
"2024-03-09","old","40236174","HCM City","24","4","34"
"2024-03-09","old","15129299","HCM City","17","8","18"
"2024-03-09","old","17161235","HCM City","9","5","11"
"2024-03-09","old","20250918","Ha Noi City","21","15","42"
"2024-03-09","old","41420951","Ha Noi City","13","8","14"
"2024-03-09","old","40621971","Ha Noi City","21","16","24"
"2024-03-09","old","8095480","Ha Noi City","27","0","41"
"2024-03-09","old","42170224","HCM City","17","12","23"
"2024-03-09","old","17319185","HCM City","22","5","25"
"2024-03-09","old","40113536","HCM City","16","5","18"
"2024-03-09","old","7526228","HCM City","9","4","20"
"2024-03-09","old","16362744","HCM City","3","0","3"
"2024-03-09","old","3446272","Ha Noi City","21","0","31"
"2024-03-09","old","20287471","HCM City","30","21","32"
"2024-03-09","old","41869443","HCM City","12","10","12"
"2024-03-09","old","6506265","HCM City","16","4","17"
"2024-03-09","old","3673760","HCM City","22","15","42"
"2024-03-09","old","40031782","HCM City","21","11","36"
"2024-03-09","old","41800625","HCM City","20","12","21"
"2024-03-09","old","10198010","Ha Noi City","16","4","33"
"2024-03-09","old","22347788","HCM City","19","10","24"
"2024-03-09","old","14567065","HCM City","21","5","25"
"2024-03-09","old","17096234","HCM City","18","6","18"
"2024-03-09","old","5181370","HCM City","22","12","29"
"2024-03-09","old","40380091","Ha Noi City","27","15","63"
"2024-03-09","old","21219995","Ha Noi City","11","5","49"
"2024-03-09","old","14314189","HCM City","24","7","34"
"2024-03-09","old","17323642","HCM City","20","1","24"
"2024-03-09","old","20394192","HCM City","23","7","24"
"2024-03-09","old","12817365","HCM City","21","7","22"
"2024-03-09","old","7093131","HCM City","16","3","29"
"2024-03-09","old","17441404","HCM City","23","4","26"
"2024-03-09","old","12813070","HCM City","19","9","23"
"2024-03-09","old","7777655","HCM City","21","4","28"
"2024-03-09","old","18615212","HCM City","21","6","31"
"2024-03-09","old","41568776","Ha Noi City","14","3","82"
"2024-03-09","old","12733730","HCM City","11","9","11"
"2024-03-09","old","41025624","Ha Noi City","1","1","5"
"2024-03-09","old","12082521","HCM City","22","13","26"
"2024-03-09","old","40016746","HCM City","10","5","16"
"2024-03-09","old","23129899","HCM City","21","10","23"
"2024-03-09","old","15619006","HCM City","24","17","29"
"2024-03-09","old","40861886","HCM City","22","12","30"
"2024-03-09","old","41843637","HCM City","20","13","22"
"2024-03-09","old","40490315","HCM City","13","10","41"
"2024-03-09","old","14286294","HCM City","13","4","14"
"2024-03-09","old","18662987","HCM City","12","5","20"
"2024-03-09","old","18606769","Ha Noi City","35","0","55"
"2024-03-09","old","5299966","Ha Noi City","18","12","35"
"2024-03-09","old","17890207","HCM City","21","10","23"
"2024-03-09","old","13114004","Ha Noi City","23","14","27"
"2024-03-09","old","42253931","HCM City","22","8","22"
"2024-03-09","old","16022190","HCM City","19","14","53"
"2024-03-09","old","10108777","HCM City","23","9","24"
"2024-03-09","old","12166859","HCM City","18","6","33"
"2024-03-09","old","23131834","HCM City","18","10","20"
"2024-03-09","old","17311801","HCM City","13","5","13"
"2024-03-09","old","18217859","HCM City","15","7","24"
"2024-03-09","old","19389477","Ha Noi City","39","1","57"
"2024-03-09","old","18351593","HCM City","21","11","30"
"2024-03-09","old","10563603","Ha Noi City","21","13","58"
"2024-03-09","old","17074494","Ha Noi City","26","13","60"
"2024-03-09","old","16394863","Ha Noi City","21","12","28"
"2024-03-09","old","20619267","HCM City","18","11","19"
"2024-03-09","old","16833926","HCM City","11","7","17"
"2024-03-09","old","50063001","HCM City","24","0","25"
"2024-03-09","old","40957509","HCM City","20","6","28"
"2024-03-09","old","13054028","HCM City","18","1","19"
"2024-03-09","old","17151077","Ha Noi City","17","1","21"
"2024-03-09","old","23148295","HCM City","13","6","15"
"2024-03-09","old","14615895","HCM City","2","2","4"
"2024-03-09","old","19174912","Ha Noi City","35","0","37"
"2024-03-09","old","15672060","Ha Noi City","33","13","55"
"2024-03-09","old","12638582","HCM City","10","1","10"
"2024-03-09","old","20184827","HCM City","23","17","26"
"2024-03-09","old","15062500","HCM City","28","0","32"
"2024-03-09","old","40922170","HCM City","22","7","23"
"2024-03-09","old","22728128","HCM City","22","8","27"
"2024-03-09","old","41186521","HCM City","27","7","35"
"2024-03-09","old","17148231","HCM City","22","6","28"
"2024-03-09","old","23094990","Ha Noi City","19","4","30"
"2024-03-09","old","12081943","HCM City","10","2","12"
"2024-03-09","old","11680009","HCM City","20","10","32"
"2024-03-09","old","40003964","HCM City","22","19","26"
"2024-03-09","old","15126547","Ha Noi City","43","0","45"
"2024-03-09","old","12015530","HCM City","22","16","24"
"2024-03-09","old","40384019","HCM City","28","15","36"
"2024-03-09","old","9699742","HCM City","23","18","28"
"2024-03-09","old","20529867","HCM City","17","6","27"
"2024-03-09","old","10424176","HCM City","17","13","33"
"2024-03-09","old","8097038","Ha Noi City","22","5","31"
"2024-03-09","old","15062313","HCM City","17","5","27"
"2024-03-09","old","17083377","HCM City","24","12","26"
"2024-03-09","old","41905318","HCM City","16","10","20"
"2024-03-09","old","16845497","HCM City","22","16","30"
"2024-03-09","old","41369538","Ha Noi City","5","1","37"
"2024-03-09","old","40886957","Ha Noi City","25","5","32"
"2024-03-09","old","15392762","Ha Noi City","21","1","27"
"2024-03-09","old","50024995","HCM City","23","22","41"
"2024-03-09","old","21621986","HCM City","16","10","17"
"2024-03-09","old","16555128","HCM City","15","8","30"
"2024-03-09","old","17550521","Ha Noi City","11","0","16"
"2024-03-09","old","14309328","Ha Noi City","10","4","10"
"2024-03-09","old","12829669","Ha Noi City","24","0","37"
"2024-03-09","old","9795465","Ha Noi City","33","2","43"
"2024-03-09","old","23095563","Ha Noi City","8","0","9"
"2024-03-09","old","12571081","HCM City","7","2","10"
"2024-03-09","old","10184652","HCM City","21","12","28"
"2024-03-09","old","18216768","HCM City","21","10","23"
"2024-03-09","old","23062000","HCM City","16","9","16"
"2024-03-09","old","12762819","HCM City","23","10","26"
"2024-03-09","old","40018204","Ha Noi City","21","5","27"
"2024-03-09","old","40045062","HCM City","17","2","17"
"2024-03-09","old","17083315","HCM City","17","11","21"
"2024-03-09","old","18743695","Ha Noi City","24","0","25"
"2024-03-09","old","3152969","HCM City","23","13","27"
"2024-03-09","old","22522410","HCM City","20","1","26"
"2024-03-09","old","16181283","Ha Noi City","25","19","35"
"2024-03-09","old","12216220","HCM City","20","4","25"
"2024-03-09","old","41551185","HCM City","13","2","13"
"2024-03-09","old","22264414","Ha Noi City","28","15","36"
"2024-03-09","old","16145853","HCM City","16","4","18"
"2024-03-09","old","40045706","Ha Noi City","21","6","30"
"2024-03-09","old","14394002","HCM City","26","7","27"
"2024-03-09","old","16825959","HCM City","10","2","10"
"2024-03-09","old","12558468","HCM City","25","18","50"
"2024-03-09","old","15537880","Ha Noi City","12","6","27"
"2024-03-09","old","15674790","HCM City","22","10","23"
"2024-03-09","old","22103562","Ha Noi City","22","2","37"
"2024-03-09","old","11994563","Ha Noi City","20","14","73"
"2024-03-09","old","20328943","HCM City","19","10","22"
"2024-03-09","old","5304280","HCM City","17","0","17"
"2024-03-09","old","42248156","HCM City","15","9","17"
"2024-03-09","old","20595295","HCM City","20","13","22"
"2024-03-09","old","17458856","HCM City","16","6","19"
"2024-03-09","old","40217098","Ha Noi City","24","19","40"
"2024-03-09","old","40286326","Ha Noi City","21","11","34"
"2024-03-09","old","20463297","HCM City","22","12","27"
"2024-03-09","old","15606200","Ha Noi City","14","4","17"
"2024-03-09","old","18607169","HCM City","16","7","18"
"2024-03-09","old","22039014","Ha Noi City","16","11","48"
"2024-03-09","old","12166495","Ha Noi City","24","3","31"
"2024-03-09","old","17893872","HCM City","22","12","23"
"2024-03-09","old","18655115","Ha Noi City","2","0","9"
"2024-03-09","old","40350090","Ha Noi City","28","19","31"
"2024-03-09","old","41957897","Ha Noi City","11","11","12"
"2024-03-09","old","40844281","Ha Noi City","31","9","38"
"2024-03-09","old","41973422","HCM City","13","3","29"
"2024-03-09","old","19308879","HCM City","16","8","27"
"2024-03-09","old","12016144","Ha Noi City","28","0","44"
"2024-03-09","old","16730652","Ha Noi City","21","9","45"
"2024-03-09","old","41148338","Ha Noi City","26","0","29"
"2024-03-09","old","4949363","Ha Noi City","26","10","28"
"2024-03-09","old","12317583","Ha Noi City","36","3","47"
"2024-03-09","old","20339548","HCM City","19","11","22"
"2024-03-09","old","23108345","HCM City","11","3","11"
"2024-03-09","old","8447765","HCM City","16","6","20"
"2024-03-09","old","17088804","Ha Noi City","9","9","15"
"2024-03-09","old","15374533","Ha Noi City","25","14","76"
"2024-03-09","old","23159506","HCM City","23","8","26"
"2024-03-09","old","40074110","Ha Noi City","19","13","35"
"2024-03-09","old","12539153","HCM City","23","9","64"
"2024-03-09","old","17078766","HCM City","22","8","30"
"2024-03-09","old","41185218","HCM City","14","11","14"
"2024-03-09","old","10564037","HCM City","5","2","18"
"2024-03-09","old","41374807","Ha Noi City","11","0","12"
"2024-03-09","old","19227411","Ha Noi City","18","0","26"
"2024-03-09","old","40302663","Ha Noi City","11","1","37"
"2024-03-09","old","15513766","Ha Noi City","25","2","58"
"2024-03-09","old","22266267","HCM City","29","21","37"
"2024-03-09","old","11102630","HCM City","16","8","128"
"2024-03-09","old","15462231","Ha Noi City","25","0","30"
"2024-03-09","old","41048025","HCM City","15","5","27"
"2024-03-09","old","17611899","Ha Noi City","27","2","50"
"2024-03-09","old","41852923","HCM City","10","6","10"
"2024-03-09","old","20698292","Ha Noi City","15","0","14"
"2024-03-09","old","15071142","HCM City","16","2","18"
"2024-03-09","old","7618975","HCM City","15","11","24"
"2024-03-09","old","11941598","Ha Noi City","32","13","73"
"2024-03-09","old","41405284","Ha Noi City","21","16","93"
"2024-03-09","old","10802057","HCM City","20","6","30"
"2024-03-09","old","23101645","HCM City","17","10","18"
"2024-03-09","old","40352618","Ha Noi City","41","0","97"
"2024-03-09","old","11722108","HCM City","22","9","26"
"2024-03-09","old","3571369","Ha Noi City","44","2","58"
"2024-03-09","old","19259890","Ha Noi City","17","0","33"
"2024-03-09","old","20420181","HCM City","22","14","31"
"2024-03-09","old","13020158","HCM City","17","5","26"
"2024-03-09","old","41845807","HCM City","16","6","18"
"2024-03-09","old","14439888","Ha Noi City","18","0","26"
"2024-03-09","old","13218407","HCM City","25","15","29"
"2024-03-09","old","17916938","Ha Noi City","23","6","34"
"2024-03-09","old","14552006","Ha Noi City","5","0","5"
"2024-03-09","old","21142644","HCM City","8","0","8"
"2024-03-09","old","50026446","HCM City","16","7","17"
"2024-03-09","old","5887641","HCM City","16","8","17"
"2024-03-09","old","21918910","HCM City","6","3","7"
"2024-03-09","old","40489009","HCM City","20","10","21"
"2024-03-09","old","17157587","HCM City","18","0","48"
"2024-03-09","old","4253023","Ha Noi City","22","0","22"
"2024-03-09","old","17205035","HCM City","18","6","23"
"2024-03-09","old","42369598","Ha Noi City","21","13","42"
"2024-03-09","old","16233468","HCM City","24","21","25"
"2024-03-09","old","12214834","HCM City","15","9","21"
"2024-03-09","old","17491068","Ha Noi City","10","4","29"
"2024-03-09","old","41809910","HCM City","17","10","18"
"2024-03-09","old","40039921","Ha Noi City","18","7","32"
"2024-03-09","old","2551796","HCM City","16","6","20"
"2024-03-09","old","16513083","HCM City","18","5","25"
"2024-03-09","old","10427182","HCM City","21","15","34"
"2024-03-09","old","12639987","HCM City","19","13","38"
"2024-03-09","old","41154076","HCM City","17","5","19"
"2024-03-09","old","40748440","HCM City","24","14","31"
"2024-03-09","old","2622259","Ha Noi City","15","15","32"
"2024-03-09","old","15533232","HCM City","20","12","23"
"2024-03-09","old","7884703","HCM City","19","11","26"
"2024-03-09","old","16529438","HCM City","19","4","35"
"2024-03-09","old","40304393","Ha Noi City","23","0","28"
"2024-03-09","old","21534510","HCM City","26","17","28"
"2024-03-09","old","4435803","HCM City","24","18","43"
"2024-03-09","old","20492255","HCM City","21","0","21"
"2024-03-09","old","40958642","HCM City","23","0","37"
"2024-03-09","old","15004998","HCM City","28","17","29"
"2024-03-09","old","20293736","HCM City","24","7","34"
"2024-03-09","old","40003891","HCM City","16","7","33"
"2024-03-09","old","41802796","HCM City","13","6","15"
"2024-03-09","old","22972735","Ha Noi City","10","0","11"
"2024-03-09","old","15429841","HCM City","22","10","33"
"2024-03-09","old","20393913","HCM City","19","8","20"
"2024-03-09","old","10388047","HCM City","17","6","46"
"2024-03-09","old","20284582","HCM City","18","10","21"
"2024-03-09","old","4009982","HCM City","17","0","20"
"2024-03-09","old","5227046","HCM City","22","6","38"
"2024-03-09","old","19067323","Ha Noi City","22","11","61"
"2024-03-09","old","20420376","Ha Noi City","25","0","35"
"2024-03-09","old","23161071","HCM City","17","7","17"
"2024-03-09","old","21947708","HCM City","16","11","21"
"2024-03-09","old","19383505","HCM City","17","9","32"
"2024-03-09","old","11747604","HCM City","17","7","22"
"2024-03-09","old","40350169","Ha Noi City","33","4","34"
"2024-03-09","old","40360892","HCM City","17","12","18"
"2024-03-09","old","40721774","Ha Noi City","19","17","92"
"2024-03-09","old","6005140","Ha Noi City","17","6","22"
"2024-03-09","old","41810746","Ha Noi City","26","20","105"
"2024-03-09","old","42082025","HCM City","19","6","20"
"2024-03-09","old","21523981","HCM City","16","4","18"
"2024-03-09","old","40045725","HCM City","12","5","12"
"2024-03-09","old","40016852","Ha Noi City","22","6","36"
"2024-03-09","old","16838358","Ha Noi City","25","5","40"
"2024-03-09","old","3674045","HCM City","19","10","19"
"2024-03-09","old","18600881","HCM City","11","3","13"
"2024-03-09","old","16552128","HCM City","15","1","17"
"2024-03-09","old","41053943","Ha Noi City","25","3","45"
"2024-03-09","old","6930037","HCM City","13","0","54"
"2024-03-09","old","40961597","Ha Noi City","18","6","21"
"2024-03-09","old","23169950","HCM City","22","11","23"
"2024-03-09","old","41958239","HCM City","16","1","17"
"2024-03-09","old","16587581","HCM City","15","10","20"
"2024-03-09","old","40031181","Ha Noi City","24","7","44"
"2024-03-09","old","15430286","Ha Noi City","35","14","65"
"2024-03-09","old","41057284","Ha Noi City","22","1","35"
"2024-03-09","old","12000890","HCM City","18","9","26"
"2024-03-09","old","23094629","HCM City","19","6","24"
"2024-03-09","old","42152646","HCM City","25","20","27"
"2024-03-09","old","40988399","Ha Noi City","22","13","23"
"2024-03-09","old","8336545","HCM City","9","6","12"
"2024-03-09","old","22939916","Ha Noi City","30","0","39"
"2024-03-09","old","8159441","Ha Noi City","20","2","29"
"2024-03-09","old","40055743","HCM City","21","13","28"
"2024-03-09","old","42068038","HCM City","26","10","27"
"2024-03-09","old","15480541","HCM City","16","11","22"
"2024-03-09","old","10566446","Ha Noi City","4","1","5"
"2024-03-09","old","10228832","Ha Noi City","19","0","28"
"2024-03-09","old","14796692","Ha Noi City","23","14","24"
"2024-03-09","old","19571549","Ha Noi City","22","10","51"
"2024-03-09","old","10172749","Ha Noi City","23","23","54"
"2024-03-09","old","10800877","Ha Noi City","23","2","25"
"2024-03-09","old","13021925","Ha Noi City","29","6","42"
"2024-03-09","old","4190101","HCM City","17","9","21"
"2024-03-09","old","17190989","Ha Noi City","10","6","15"
"2024-03-09","old","42132698","HCM City","12","7","25"
"2024-03-09","old","17468167","HCM City","14","4","16"
"2024-03-09","old","20764582","HCM City","25","18","28"
"2024-03-09","old","12471313","Ha Noi City","7","0","11"
"2024-03-09","old","15936169","Ha Noi City","21","13","37"
"2024-03-09","old","21094482","HCM City","26","12","60"
"2024-03-09","old","22704439","Ha Noi City","10","5","12"
"2024-03-09","old","16036686","HCM City","18","5","84"
"2024-03-09","old","14308881","Ha Noi City","26","0","28"
"2024-03-09","old","15233976","Ha Noi City","23","10","23"
"2024-03-09","old","22347617","HCM City","23","14","29"
"2024-03-09","old","16302128","HCM City","22","9","29"
"2024-03-09","old","20407247","HCM City","23","9","27"
"2024-03-09","old","14731142","Ha Noi City","23","0","27"
"2024-03-09","old","40814970","HCM City","17","6","32"
"2024-03-09","old","17137862","HCM City","14","2","15"
"2024-03-09","old","20482076","HCM City","25","12","65"
"2024-03-09","old","18549804","HCM City","23","2","27"
"2024-03-09","old","1990348","HCM City","27","14","28"
"2024-03-09","old","11788607","Ha Noi City","19","11","22"
"2024-03-09","old","6919963","HCM City","4","3","9"
"2024-03-09","old","40690396","Ha Noi City","26","0","28"
"2024-03-09","old","40826857","HCM City","15","7","16"
"2024-03-09","old","22353871","Ha Noi City","4","2","43"
"2024-03-09","old","10020095","Ha Noi City","12","9","27"
"2024-03-09","old","17118060","HCM City","20","14","22"
"2024-03-09","old","41695856","HCM City","23","12","25"
"2024-03-09","old","40027539","HCM City","22","6","25"
"2024-03-09","old","41507902","Ha Noi City","19","0","19"
"2024-03-09","old","12962371","HCM City","24","0","36"
"2024-03-09","old","16021113","HCM City","27","20","41"
"2024-03-09","old","40962935","Ha Noi City","46","10","79"
"2024-03-09","old","15908707","Ha Noi City","42","0","49"
"2024-03-09","old","42247050","Ha Noi City","9","5","13"
"2024-03-09","old","15429928","Ha Noi City","26","6","70"
"2024-03-09","old","9084963","Ha Noi City","17","0","19"
"2024-03-09","old","41445382","Ha Noi City","18","14","67"
"2024-03-09","old","17867300","Ha Noi City","38","9","148"
"2024-03-09","old","40810407","HCM City","24","13","26"
"2024-03-09","old","40690107","HCM City","19","11","24"
"2024-03-09","old","40710005","HCM City","22","11","27"
"2024-03-09","old","40667717","HCM City","22","11","84"
"2024-03-09","old","41071147","Ha Noi City","19","11","31"
"2024-03-09","old","23154044","Ha Noi City","38","10","720"
"2024-03-09","old","12014615","HCM City","28","13","37"
"2024-03-09","old","18360200","HCM City","21","10","83"
"2024-03-09","old","41333162","Ha Noi City","25","9","206"
"2024-03-09","old","40198718","Ha Noi City","7","3","9"
"2024-03-09","old","10561486","HCM City","13","10","28"
"2024-03-09","old","17148564","HCM City","9","2","16"
"2024-03-09","old","41332940","Ha Noi City","23","9","27"
"2024-03-09","old","40029646","Ha Noi City","23","15","43"
"2024-03-09","old","17309575","Ha Noi City","24","1","69"
"2024-03-09","old","13030666","HCM City","19","8","24"
"2024-03-09","old","16384575","HCM City","17","9","30"
"2024-03-09","old","17540079","HCM City","21","13","24"
"2024-03-09","old","13042934","HCM City","23","4","38"
"2024-03-09","old","40086125","HCM City","29","17","37"
"2024-03-09","old","17161877","HCM City","12","7","14"
"2024-03-09","old","42263596","Ha Noi City","24","8","27"
"2024-03-09","old","9402601","HCM City","23","1","26"
"2024-03-09","old","40644490","HCM City","6","0","6"
"2024-03-09","old","9008721","Ha Noi City","14","0","16"
"2024-03-09","old","17917483","Ha Noi City","19","13","41"
"2024-03-09","old","40397595","Ha Noi City","23","21","32"
"2024-03-09","old","41859821","HCM City","15","0","23"
"2024-03-09","old","18512852","Ha Noi City","17","3","29"
"2024-03-09","old","10005967","Ha Noi City","7","1","7"
"2024-03-09","old","6984350","HCM City","10","0","10"
"2024-03-09","old","16265483","HCM City","19","7","22"
"2024-03-09","old","22793983","HCM City","23","5","27"
"2024-03-09","old","10739875","Ha Noi City","23","7","60"
"2024-03-09","old","16815458","HCM City","20","3","36"
"2024-03-09","old","23174727","HCM City","22","10","24"
"2024-03-09","old","40644217","HCM City","17","7","17"
"2024-03-09","old","9849595","HCM City","21","12","21"
"2024-03-09","old","20995554","Ha Noi City","21","9","30"
"2024-03-09","old","16102890","Ha Noi City","17","12","28"
"2024-03-09","old","13025214","Ha Noi City","21","0","27"
"2024-03-09","old","40069161","HCM City","27","0","28"
"2024-03-09","old","12842936","HCM City","26","11","44"
"2024-03-09","old","16616323","HCM City","24","1","35"
"2024-03-09","old","6777687","HCM City","21","3","28"
"2024-03-09","old","7735347","Ha Noi City","18","0","22"
"2024-03-09","old","41425238","HCM City","14","9","15"
"2024-03-09","old","17885113","Ha Noi City","33","1","55"
"2024-03-09","old","40710832","Ha Noi City","26","0","33"
"2024-03-09","old","18529683","HCM City","15","6","19"
"2024-03-09","old","19087869","HCM City","17","4","19"
"2024-03-09","old","15616491","Ha Noi City","17","5","22"
"2024-03-09","old","41150236","HCM City","19","11","20"
"2024-03-09","old","41547673","Ha Noi City","23","16","36"
"2024-03-09","old","17374971","Ha Noi City","30","9","69"
"2024-03-09","old","17931908","Ha Noi City","29","0","993"
"2024-03-09","old","40711159","HCM City","20","14","23"
"2024-03-09","old","17067732","HCM City","5","0","5"
"2024-03-09","old","50026046","Ha Noi City","33","33","242"
"2024-03-09","old","15608874","Ha Noi City","36","5","45"
"2024-03-09","old","41439481","HCM City","22","12","27"
"2024-03-09","old","42263266","Ha Noi City","33","7","109"
"2024-03-09","old","17814373","Ha Noi City","23","6","29"
"2024-03-09","old","18226661","HCM City","12","8","13"
"2024-03-09","old","16677843","Ha Noi City","43","18","109"
"2024-03-09","old","50317973","Ha Noi City","52","46","114"
"2024-03-09","old","20338814","HCM City","15","8","19"
"2024-03-09","old","19070492","Ha Noi City","24","0","42"
"2024-03-09","old","17467642","HCM City","20","10","25"
"2024-03-09","old","5140238","HCM City","11","8","14"
"2024-03-09","old","4573187","HCM City","26","0","28"
"2024-03-09","old","11098245","HCM City","17","4","19"
"2024-03-09","old","23138249","Ha Noi City","21","6","45"
"2024-03-09","old","16512525","Ha Noi City","22","21","23"
"2024-03-09","old","13099318","HCM City","14","0","14"
"2024-03-09","old","12470359","HCM City","16","9","18"
"2024-03-09","old","42251851","HCM City","22","12","29"
"2024-03-09","old","6531398","HCM City","17","12","18"
"2024-03-09","old","19625504","Ha Noi City","18","10","21"
"2024-03-09","old","12481833","HCM City","23","6","24"
"2024-03-09","old","7309582","HCM City","9","4","10"
"2024-03-09","old","20292635","HCM City","9","4","47"
"2024-03-09","old","8063256","Ha Noi City","16","2","22"
"2024-03-09","old","16628823","HCM City","25","16","26"
"2024-03-09","old","14603787","HCM City","16","8","34"
"2024-03-09","old","22619250","Ha Noi City","17","17","26"
"2024-03-09","old","4549992","HCM City","17","8","20"
"2024-03-09","old","8448315","Ha Noi City","30","0","48"
"2024-03-09","old","7647613","Ha Noi City","22","0","56"
"2024-03-09","old","12714201","HCM City","26","3","42"
"2024-03-09","old","20338476","Ha Noi City","22","10","29"
"2024-03-09","old","16738846","Ha Noi City","22","17","57"
"2024-03-09","old","17086828","HCM City","16","7","19"
"2024-03-09","old","40074118","Ha Noi City","24","0","45"
"2024-03-09","old","41347402","Ha Noi City","18","13","87"
"2024-03-09","old","17550368","HCM City","18","10","19"
"2024-03-09","old","42106869","Ha Noi City","30","18","47"
"2024-03-09","old","16805721","HCM City","17","1","40"
"2024-03-09","old","15556992","Ha Noi City","29","0","40"
"2024-03-09","old","8024760","Ha Noi City","40","13","81"
"2024-03-09","old","20330943","HCM City","16","10","17"
"2024-03-09","old","8587447","HCM City","24","11","63"
"2024-03-09","old","21100374","HCM City","17","0","17"
"2024-03-09","old","5077583","Ha Noi City","17","4","75"
"2024-03-09","old","42043693","HCM City","23","13","23"
"2024-03-09","old","15120055","HCM City","16","9","27"
"2024-03-09","old","18223418","HCM City","22","10","29"
"2024-03-09","old","19409568","HCM City","16","0","23"
"2024-03-09","old","5325081","HCM City","22","10","33"
"2024-03-09","old","12354214","HCM City","9","6","35"
"2024-03-09","old","40045710","Ha Noi City","15","8","24"
"2024-03-09","old","15863070","HCM City","19","15","19"
"2024-03-09","old","8826669","HCM City","22","5","38"
"2024-03-09","old","13099875","HCM City","17","6","19"
"2024-03-09","old","12039036","HCM City","13","0","14"
"2024-03-09","old","21809246","Ha Noi City","14","8","19"
"2024-03-09","old","20809088","Ha Noi City","24","3","77"
"2024-03-09","old","19308415","Ha Noi City","26","0","75"
"2024-03-09","old","5169283","Ha Noi City","50","4","72"
"2024-03-09","old","11717753","Ha Noi City","23","0","26"
"2024-03-09","old","40623697","Ha Noi City","30","14","75"
"2024-03-09","old","10265055","HCM City","23","14","25"
